city,state,place,pct_non_white
Assaria,Kansas,02850,2.9680365296803624
Abington,Massachusetts,00135,9.613044536383553
Kingston,Massachusetts,33185,3.2972284166932098
Mattapoisett Center,Massachusetts,39485,2.146690518783545
South Duxbury,Massachusetts,63690,2.2871314411683663
Wareham Center,Massachusetts,73020,21.49765990639626
Cambridge,Massachusetts,11000,33.88521160573428
Pinehurst,Massachusetts,53680,14.678017300562951
Bourne,Massachusetts,07140,0.0
Deep River,Iowa,19495,0.4237288135593209
Stacyville,Iowa,74820,1.0593220338983023
Ringsted,Iowa,67170,1.4028056112224463
Westphalia,Iowa,84540,0.0
Graf,Iowa,31845,0.0
Van Meter,Iowa,80445,6.133979015334945
Springville,Iowa,74775,1.2820512820512775
Morley,Iowa,54030,0.0
Lanesboro,Iowa,43140,0.0
Pacific Junction,Iowa,60825,2.4930747922437657
Newton,Iowa,56505,5.954893168029541
What Cheer,Iowa,84900,7.14285714285714
Riceville,Iowa,66585,10.573678290213728
St. Ansgar,Iowa,69735,2.5021570319240682
Des Moines,Iowa,21000,24.24595151087945
Elkhart,Iowa,24735,4.796511627906974
Ocheyedan,Iowa,58530,7.78210116731517
Cumming,Iowa,17850,1.7857142857142905
Martensdale,Iowa,49890,1.882845188284521
St. Marys,Iowa,70095,12.041884816753923
Rake,Iowa,65415,2.4844720496894457
Calmar,Iowa,10045,0.09910802775024985
Sac City,Iowa,69645,1.9490254872563728
Schaller,Iowa,71085,7.777777777777772
Elk Run Heights,Iowa,24870,5.351833498513381
Evansdale,Iowa,25995,7.1563483735571864
Iowa Falls,Iowa,38640,5.19328387348692
Whitten,Iowa,85305,0.0
Titonka,Iowa,78330,0.0
Wesley,Iowa,83415,7.182320441988955
Spragueville,Iowa,74460,0.0
Clarinda,Iowa,13575,11.748329621380849
Donnellson,Iowa,21810,2.02117420596728
Delmar,Iowa,19720,7.587548638132291
Rockford,Iowa,68070,2.5672371638141844
Libertyville,Iowa,44985,2.0785219399538146
Braddyville,Iowa,07930,10.666666666666668
College Springs,Iowa,15105,2.008032128514059
Mount Pleasant,Iowa,54705,15.149749446451466
Rome,Iowa,68565,0.0
Westwood,Iowa,84835,0.0
Cedar Rapids,Iowa,12000,16.125350526451044
Center Point,Iowa,12270,2.8706252457727066
Hiawatha,Iowa,35940,17.700804582026453
Reasnor,Iowa,65955,0.0
Inwood,Iowa,38415,9.509202453987731
Lester,Iowa,44670,3.237410071942448
Tipton,Iowa,78285,3.055815403804174
Williams,Iowa,85800,3.296703296703296
Centerville,Iowa,12315,4.104067423964819
Chackbay,Louisiana,14100,1.3599105812220569
Golden Meadow town,Louisiana,29640,14.867617107942976
Scott,Louisiana,68475,22.408065070454807
Newellton town,Louisiana,53930,66.63865546218489
Mooringsport town,Louisiana,51830,14.333895446880273
Avondale,Louisiana,03810,52.71565495207668
Bridge City,Louisiana,09480,59.61829748561043
Jean Lafitte town,Louisiana,38092,4.62046204620462
Jefferson,Louisiana,38145,28.97819255309019
Lafitte,Louisiana,40840,11.029411764705888
Ashland village,Louisiana,03145,37.850467289719624
Boyce town,Louisiana,09165,73.77521613832853
Claiborne,Louisiana,15605,7.300465436993619
West Monroe,Louisiana,80955,40.09377731860446
North Vacherie,Louisiana,56170,67.68982229402262
Kaplan,Louisiana,39055,15.900044228217602
Clinton,Indiana,13780,4.611134721631959
Clarksville town,Indiana,12934,10.455726749582329
Sulphur Springs town,Indiana,74060,0.29850746268657025
Lowell town,Indiana,45144,6.977948027746139
Butler,Indiana,09532,4.677716390423569
Fortville town,Indiana,24286,6.864888500218624
Fairland town,Indiana,22396,1.7973856209150374
Elizabeth town,Indiana,20674,0.0
Aurora,Indiana,02782,8.735919899874844
Hidden Valley,Indiana,33392,1.916470800940151
Francesville town,Indiana,25288,2.8634361233480177
New Albany,Indiana,52326,14.495047343575196
Crandall town,Indiana,15634,0.0
Alamo town,Indiana,00784,0.0
New Ross town,Indiana,53550,0.659340659340657
Brooklyn town,Indiana,08038,4.446012702893432
Mooresville town,Indiana,50976,2.7636890591036134
Churubusco town,Indiana,12610,2.3407729994556314
Lagro town,Indiana,40896,2.8888888888888853
Kouts town,Indiana,40518,3.2705649157581784
Town of Pines town,Indiana,76256,7.67085076708508
Valparaiso,Indiana,78326,8.604407135362013
Gas City,Indiana,27054,6.3943467769734585
Marion,Indiana,46908,21.326370010015737
Bethany town,Indiana,04978,6.451612903225811
Swayzee town,Indiana,74510,5.708245243128962
New Middletown town,Indiana,53298,6.194690265486724
New Market town,Indiana,53262,0.0
Scottsburg,Indiana,68526,3.04386750223814
Angola,Indiana,01666,7.505773672055427
New Richmond town,Indiana,53532,6.3063063063063085
Waynetown town,Indiana,82052,2.910052910052907
Columbia City,Indiana,14716,4.036858271171562
La Fontaine town,Indiana,40842,6.451612903225811
Napoleon town,Indiana,52002,0.0
Shelbyville,Indiana,69318,8.474486834467843
Perrysville town,Indiana,59238,1.6096579476861161
Cayuga town,Indiana,10954,2.9295328582739533
Newport town,Indiana,53496,7.466666666666666
Earl Park town,Indiana,19450,2.4128686327077764
Shadeland town,Indiana,68868,2.3000522739153206
Sautee-Nacoochee,Georgia,68880,7.885304659498205
McRae-Helena,Georgia,49100,62.004994648590795
Deepstep town,Georgia,22108,0.0
Reidsville,Georgia,64512,48.08126410835214
Cleveland,Georgia,16824,8.163265306122447
Lyons,Georgia,48232,46.6837926202709
Young Harris,Georgia,84960,15.74344023323615
Lookout Mountain,Georgia,47336,6.890561667631734
Lovejoy,Georgia,47616,75.67567567567568
Bainbridge,Georgia,04896,62.43954422493647
Brinson town,Georgia,10608,40.112994350282484
Mansfield,Georgia,49616,5.947136563876654
Dexter town,Georgia,22752,51.5625
Gay town,Georgia,32384,8.695652173913048
Greenville,Georgia,35016,82.33918128654972
Pine Mountain town,Georgia,61124,42.689601250977326
Chatsworth,Georgia,15508,6.618164750058675
Newborn town,Georgia,54656,26.519337016574585
Meansville,Georgia,50596,6.818181818181824
Tiger town,Georgia,76504,7.7876106194690315
Sasser town,Georgia,68796,54.0983606557377
Fairview,Georgia,28632,4.755351681957187
Albany,Georgia,01052,77.87501020713682
Bartow town,Georgia,05680,51.55555555555556
Barnesville,Georgia,05344,60.300751879699256
Putney,Georgia,63084,48.96037661828168
Snellville,Georgia,71604,57.53362321771666
Sugar Hill,Georgia,74180,31.31784957398036
Dalton,Georgia,21380,18.700664263799116
Colfax village,Illinois,15495,4.899387576552927
Stanford village,Illinois,72260,2.6905829596412523
Murrayville village,Illinois,51479,0.5859375
Hopedale village,Illinois,36126,1.5783540022547893
Marquette Heights,Illinois,47111,3.897550111358572
Carpentersville village,Illinois,11358,47.684305027460915
North Aurora village,Illinois,53442,18.51059035601622
Fox River Grove village,Illinois,27533,7.228400342172803
Hebron village,Illinois,33851,2.7229407760381186
Johnsburg village,Illinois,38479,7.346491228070173
Union village,Illinois,76706,7.886435331230279
Harvel village,Illinois,33357,3.8922155688622784
Ullin village,Illinois,76615,30.604288499025344
Sun River Terrace village,Illinois,73943,93.03370786516854
Chenoa,Illinois,12931,5.7586379569354085
Downs village,Illinois,20643,6.237623762376243
Gridley village,Illinois,31732,5.031446540880502
Towanda village,Illinois,75822,2.5229357798165153
Woodson village,Illinois,83336,4.157043879907619
Monmouth,Illinois,50010,16.318612347369623
Mound Station village,Illinois,50790,0.0
St. David village,Illinois,66768,0.78125
Ste. Marie village,Illinois,66800,0.29069767441860517
Yale village,Illinois,83765,10.619469026548678
Sumner,Illinois,73703,43.88089005235602
Davis Junction village,Illinois,18719,3.227107704719645
Oakdale village,Illinois,54586,5.263157894736848
Richview village,Illinois,63719,9.688581314878897
Pebble Creek,Florida,55540,37.89638013464728
Vamo,Florida,73725,3.6590709903593366
Plantation Mobile Home Park,Florida,57518,16.251904520060943
Wellington village,Florida,75812,19.847506056276785
Three Lakes,Florida,71741,20.263865761496092
Layton,Florida,39725,18.23899371069182
Englewood,Florida,20825,5.240145743623714
Gulf Gate Estates,Florida,28050,7.159561072135279
Plantation,Florida,57450,3.7803422204536363
Eastpoint,Florida,19400,3.381849315068497
South Sarasota,Florida,67887,6.7007382169222085
South Venice,Florida,68100,4.220895951679015
Venice Gardens,Florida,73950,4.748500795496269
Atlantic Beach,Florida,02400,15.35911602209945
Jacksonville Beach,Florida,35050,7.414846788324292
Deltona,Florida,17200,25.41729809851443
New Smyrna Beach,Florida,48625,7.317534111955249
Neptune Beach,Florida,48100,6.351218138290382
West Perrine,Florida,76700,61.86647669448402
Big Pine Key,Florida,06425,4.452614379084963
Longboat Key town,Florida,41150,1.9497459837978903
Hobe Sound,Florida,30975,13.575662358066133
Jensen Beach,Florida,35550,5.942577342532829
Port Salerno,Florida,58727,18.17865227233153
Fort Pierce South,Florida,24387,10.129870129870133
White City,Florida,77275,11.805555555555557
Palm Springs village,Florida,54450,20.689932777844867
Royal Palm Beach village,Florida,62100,34.8159745392947
Stacey Street,Florida,68487,70.07042253521128
Tequesta village,Florida,71525,5.386262559710097
Edgewater,Florida,19825,8.060367003944435
Samsula-Spruce Creek,Florida,63362,1.2417952811779265
Four Corners,Florida,24581,23.96684456619279
St. Augustine Beach,Florida,62525,0.9086975335352632
Memphis,Florida,44175,47.807608582979164
South Bradenton,Florida,67258,15.927379395092556
Danielsville,Georgia,21632,7.219251336898392
Martin town,Georgia,50008,14.69740634005764
Adrian,Georgia,00660,28.153846153846153
Oak Park town,Georgia,57232,13.755795981452856
Fayetteville,Georgia,28968,55.19162970544751
Peachtree City,Georgia,59724,19.470699432892246
Gumlog,Georgia,35814,9.313511149978137
Union Point,Georgia,78380,62.46605105920695
Centerville,Georgia,14920,38.64017546123081
Baxley,Georgia,06016,45.156482861400896
Winterville,Georgia,83728,31.11480865224625
Edge Hill,Georgia,26224,0.0
Lula,Georgia,47896,21.440536013400337
Moultrie,Georgia,53060,58.40500390930414
Norman Park,Georgia,55860,40.807651434644
Girard town,Georgia,32916,31.188118811881193
Chamblee,Georgia,15172,41.11247947454844
Live Oak,Florida,40875,37.08272859216255
Clarkston,Georgia,16544,87.58431372549019
Lithonia,Georgia,46860,92.69258459323254
Pine Lake,Georgia,61040,26.702269692923895
Monrovia town,Indiana,50580,3.602484472049694
Mishawaka,Indiana,49932,16.919484211595083
Walkerton town,Indiana,79694,1.839926402943881
Liberty town,Indiana,43434,4.561403508771933
Haubstadt town,Indiana,32512,2.3271276595744683
Hazleton town,Indiana,32728,7.317073170731703
Somerville town,Indiana,70542,0.0
Atlanta town,Indiana,02602,2.2012578616352196
Carmel,Indiana,10342,16.564064680292212
Modoc town,Indiana,50058,16.315789473684205
Medora town,Indiana,48240,1.9417475728155331
Jasper,Indiana,37782,3.1844316674038087
Akron town,Indiana,00748,25.787728026533998
Leo-Cedarville town,Indiana,42861,4.329461457233363
Greensboro town,Indiana,29682,0.7042253521126751
Montgomery town,Indiana,50688,0.0
Hebron town,Indiana,32818,0.5417118093174467
De Motte town,Indiana,17722,6.043413912185491
Holland town,Indiana,34294,0.8915304606240682
Hammond,Indiana,31000,50.486629129815675
Dublin town,Indiana,18766,0.25188916876573986
Danville town,Indiana,16804,10.228761463267155
Pierceton town,Indiana,59598,4.545454545454541
West Lebanon town,Indiana,82934,2.409638554216864
Clarks Hill town,Indiana,12898,4.980340760157276
Georgetown town,Indiana,27324,4.498164014687878
Kingman town,Indiana,39798,2.3094688221709014
Chesterfield town,Indiana,12376,2.305825242718451
Tennyson town,Indiana,75302,0.0
Kingsbury town,Indiana,39816,3.2258064516129004
Avilla town,Indiana,02872,2.088258471237192
Greentown town,Indiana,29772,0.9144947416552363
Leesburg town,Indiana,42678,5.283505154639179
Monon town,Indiana,50148,45.39007092198582
Lynn town,Indiana,45468,8.790252393385556
Merom town,Indiana,48474,3.1088082901554404
Crown Point,Indiana,16138,12.546063651591288
Brownsburg town,Indiana,08416,10.999769638332179
Whitestown town,Indiana,84014,16.578440808469686
Larwill town,Indiana,42282,8.196721311475407
Holton town,Indiana,34366,1.4000000000000012
Riley town,Indiana,64512,1.2461059190031154
Bristol town,Indiana,07750,5.862977602108033
Norway,Indiana,55350,0.0
Darmstadt town,Indiana,16858,1.0610079575596787
Arcadia town,Indiana,01954,1.7598994343180352
Fairview Park town,Indiana,22576,0.4542013626040897
Universal town,Indiana,77912,2.4615384615384595
Callaway,Florida,09725,32.01631234122209
Mexico Beach,Florida,44300,6.998556998557004
Immokalee,Florida,33250,28.44681731022296
Lely Resort,Florida,40037,18.28435266084194
Istachatta,Florida,34275,0.0
Masaryktown,Florida,43400,0.0
West Park,Florida,76658,58.49320543565148
Lee town,Florida,39850,18.42751842751843
Biscayne Park village,Florida,06600,30.281690140845075
Coral Gables,Florida,14250,8.147174770039422
Melvin village,Illinois,48268,3.9301310043668103
Forest Lake,Illinois,26896,7.234363225320273
Cobden village,Illinois,15300,17.93168880455408
Cairo,Illinois,10383,70.56603773584906
Galva,Illinois,28430,3.1483667847304164
Alton,Illinois,01114,30.0075075075075
Grayslake village,Illinois,31121,18.108108108108112
Highland Park,Illinois,34722,9.29526123936817
Indian Creek village,Illinois,37218,35.725677830940995
Kildeer village,Illinois,39883,17.22166998011928
Edwardsville,Illinois,22697,17.464542529100946
Old Mill Creek village,Illinois,55639,0.0
Tremont village,Illinois,75965,2.833813640730065
Mount Sterling,Illinois,51154,0.6395614435815489
Des Plaines,Illinois,19642,22.408944488947213
Forest View village,Illinois,26987,29.48038176033935
Hazel Crest village,Illinois,33695,89.01025905970921
Versailles village,Illinois,77720,1.3645224171540016
Robinson,Illinois,64707,19.608615707906484
McLean village,Illinois,45811,0.9079118028534339
Saybrook village,Illinois,67912,2.5757575757575757
Jacksonville,Illinois,38115,15.812079113420651
Bartlett village,Illinois,04013,25.355058365758754
Elgin,Illinois,23074,38.17652437129948
Lexington,Illinois,43094,1.6367476240760293
West Chicago,Illinois,80060,30.526122148638702
Irwin village,Illinois,37803,0.0
Bloomington,Illinois,06613,22.28033070563353
Assumption,Illinois,02609,5.334538878842676
Clinton,Illinois,15001,5.168507504956099
Lyndon village,Illinois,45278,0.6097560975609762
Redmon village,Illinois,63069,9.302325581395355
Jeisyville village,Illinois,38349,2.985074626865669
Pana,Illinois,57472,1.7257205801358588
Ashmore village,Illinois,02557,1.2787723785166238
Bonnie village,Illinois,07263,5.46875
Nason,Illinois,51726,0.43290043290042934
Grandview village,Illinois,30835,17.32937685459941
Riverton village,Illinois,64486,1.4968336211859556
Spaulding village,Illinois,71474,1.5063731170335992
Williamsville village,Illinois,81854,1.182654402102501
New Bedford village,Illinois,52155,0.0
Ohio village,Illinois,55379,1.5122873345935761
Frankfort village,Illinois,27624,13.995473445970841
Lockport,Illinois,44225,8.930335480301888
Peotone village,Illinois,59052,4.8718540752712975
Liberty village,Illinois,43133,2.0449897750511203
Lima village,Illinois,43445,1.834862385321101
Homer village,Illinois,35814,1.4229249011857736
Lake of the Woods,Illinois,41346,1.4143094841930104
Ludlow village,Illinois,45174,8.757062146892657
Elk Grove Village village,Illinois,23256,17.50956226094348
Glendale Heights village,Illinois,29730,46.25722585756624
Freeman Spur village,Illinois,27858,1.980198019801982
Hurst,Illinois,36815,8.333333333333337
Garden City town,Colorado,29185,14.953271028037385
Dundas,Minnesota,17126,5.826472450918308
Sleepy Eye,Minnesota,60844,5.763010879153185
Williams,Minnesota,70402,3.9215686274509776
Naytahwaush,Minnesota,45052,96.54427645788337
Luverne,Minnesota,38564,3.7028921998247144
Steen,Minnesota,62662,0.5181347150259086
Wheaton,Minnesota,69844,5.000000000000004
Porter,Minnesota,52144,6.077348066298338
Mantorville,Minnesota,39986,6.108374384236448
Browerville,Minnesota,08110,12.541620421753608
Osakis,Minnesota,48796,2.4641833810888247
Staples,Minnesota,62446,5.463950856773359
Belgrade,Minnesota,04762,12.118320610687029
Clearwater,Minnesota,11800,3.9806347498655192
Cold Spring,Minnesota,12484,3.413702554308906
Holdingford,Minnesota,29582,0.4545454545454519
St. Anthony city (Stearns County),Minnesota,56698,0.0
St. Rosa,Minnesota,58072,0.0
Cohasset,Minnesota,12412,7.805056797361676
Deer River,Minnesota,15310,29.022082018927442
Warba,Minnesota,68080,4.347826086956519
Zemple,Minnesota,72184,16.666666666666664
Lafayette,Minnesota,33920,4.070796460176995
Mankato,Minnesota,39878,12.458128429905212
Canton,Minnesota,09802,10.077519379844958
Dover,Minnesota,16264,1.9659239842726106
Alden,Minnesota,00838,2.4316109422492405
Conger,Minnesota,12952,0.0
Myrtle,Minnesota,44890,0.0
Princeton,Minnesota,52522,5.5001061796559725
Harris,Minnesota,27278,6.0093896713614985
Lindstrom,Minnesota,37304,6.111833550065016
Chatfield,Minnesota,11008,3.8461538461538436
Blooming Prairie,Minnesota,06580,0.6784968684759862
Medford,Minnesota,41426,16.45299145299145
Foxhome,Minnesota,22202,0.0
Lewiston,Minnesota,36800,7.9356270810210905
Pine Springs,Minnesota,51316,4.729729729729726
St. Marys Point,Minnesota,57292,2.8037383177570097
White Bear Lake,Minnesota,69970,9.36781833054181
Greenbush,Minnesota,25604,14.194373401534522
Emmons,Minnesota,19340,0.5617977528089901
Hayward,Minnesota,27944,0.0
Clements,Minnesota,11836,5.0847457627118615
Landfall,Minnesota,35414,22.014051522248245
Utica,Minnesota,66424,9.782608695652172
Dellwood,Minnesota,15616,4.699537750385208
Hastings,Minnesota,27530,6.174685548421143
Mahtomedi,Minnesota,39428,8.072023517883387
Babbitt,Minnesota,03106,4.7921071176885155
Tower,Minnesota,65272,15.74468085106383
Otsego,Minnesota,49138,7.785002684483688
Beaulieu,Minnesota,04348,48.484848484848484
Finland,Minnesota,21104,6.145251396648044
Frontenac,Minnesota,22904,11.894273127753308
Garden City,Minnesota,23084,3.785488958990535
Homer,Minnesota,30014,2.072538860103623
Bay St. Louis,Mississippi,03980,21.79290213550469
Waveland,Mississippi,78200,17.881944444444443
Webb town,Mississippi,78480,88.70967741935483
Belmont town,Mississippi,05100,1.0043668122270755
Golden town,Mississippi,27940,4.8387096774193505
Osyka town,Mississippi,54640,51.66666666666666
Shorewood-Tower Hills-Harbert,Michigan,73730,0.0
Grand Beach village,Michigan,33260,3.5031847133757954
Michiana village,Michigan,53500,7.9999999999999964
Shoreham village,Michigan,73660,18.79432624113475
Boyne City,Michigan,09820,4.5856798069187406
Iron Mountain,Michigan,40960,2.646220654091469
Quinnesec,Michigan,66720,0.0
Kinde village,Michigan,43220,6.000000000000005
Pigeon village,Michigan,64060,4.845115170770454
Chesaning village,Michigan,15140,6.156477126977345
Big Rapids,Michigan,08300,12.197006277160794
Olivet,Michigan,60580,13.329275715155209
Waverly,Michigan,84800,28.461633816784428
Mount Clemens,Michigan,55820,29.745632853202576
Grand Ledge,Michigan,33420,3.7490436113236436
Roseville,Michigan,69800,25.66877637130802
Erskine,Minnesota,19700,6.485355648535562
Winger,Minnesota,70870,2.604166666666663
Savage,Minnesota,58738,20.554169066359506
Lake Park,Minnesota,34784,8.06010928961749
Wolf Lake,Minnesota,71338,0.0
East Bethel,Minnesota,17486,5.450716090985674
Ham Lake,Minnesota,26738,9.212608007788736
Lino Lakes,Minnesota,37322,9.124462717249116
Northrop,Minnesota,47212,1.6759776536312887
Trimont,Minnesota,65470,3.594351732991019
Truman,Minnesota,65668,1.217228464419473
Willernie,Minnesota,70366,0.8152173913043459
Birchwood Village,Minnesota,06058,4.806687565308254
Hugo,Minnesota,30392,5.295591521636078
Marine on St. Croix,Minnesota,40562,11.050477489768074
Genola,Minnesota,23444,0.0
Hillman,Minnesota,29150,8.571428571428575
Kinbrae,Minnesota,33236,0.0
Round Lake,Minnesota,56086,6.315789473684208
Worthington,Minnesota,71734,34.13964135826021
Cologne,Minnesota,12664,15.699141847551745
Waconia,Minnesota,67432,2.7367900420410485
Hokah,Minnesota,29510,10.631741140215711
Goodview,Minnesota,24524,8.680892337536372
Vesta,Minnesota,66982,0.0
Oronoco,Minnesota,48598,4.755865567533291
Rochester,Minnesota,54880,20.57080055730073
Minnesota City,Minnesota,43144,1.8072289156626509
Farmington,Minnesota,20618,9.182736455463726
Montevideo,Minnesota,43720,13.35160532498042
Rice,Minnesota,53998,4.898958971218614
Apple Valley,Minnesota,01900,21.649114182533225
Hampton,Minnesota,26864,4.644412191582004
Hendrum,Minnesota,28484,0.6430868167202619
Holland,Minnesota,29618,10.596026490066224
Greers Ferry,Arkansas,28810,4.042553191489362
Glenwood,Arkansas,27310,15.137844611528816
Wheatley,Arkansas,74840,7.277628032345018
Pleasant Plains town,Arkansas,56270,6.271777003484324
Clarendon,Arkansas,13990,41.89643577673168
Black Springs town,Arkansas,06730,5.747126436781613
Mount Ida,Arkansas,47690,3.9055404178020003
Fifty-Six,Arkansas,23680,12.711864406779661
Bauxite town,Arkansas,04090,10.098176718092567
Benton,Arkansas,05290,14.224053364724343
East End,Arkansas,20470,5.889724310776945
North Crossett,Arkansas,50240,18.59386152748037
Rison,Arkansas,59480,38.72437357630979
McGehee,Arkansas,42770,48.76185458377239
Cale town,Arkansas,10480,0.0
Big Flat town,Arkansas,05980,0.0
Gilbert town,Arkansas,26800,0.0
Letona town,Arkansas,39520,5.263157894736848
Amity,Arkansas,01360,2.4079320113314484
Fourche town,Arkansas,24760,0.0
Hazen,Arkansas,30940,29.051094890510953
Beebe,Arkansas,04600,5.632582322357016
Judsonia,Arkansas,36040,6.845238095238093
Arkadelphia,Arkansas,01870,39.25960637300844
Bigelow town,Arkansas,05920,6.779661016949157
Harrisburg,Arkansas,30400,11.059077809798268
Danville,Arkansas,17320,47.46835443037975
Prescott,Arkansas,57260,46.52388797364085
Perry town,Arkansas,54650,11.40065146579805
Havana,Arkansas,30790,55.6420233463035
Hensley,Arkansas,31390,100.0
Jerome town,Arkansas,35170,4.651162790697672
Knobel,Arkansas,37240,0.5434782608695676
Knoxville town,Arkansas,37300,2.761104441776707
Lake City,Arkansas,37780,2.352941176470591
Luxora,Arkansas,42170,56.30676084762866
McCaskill town,Arkansas,42410,59.5959595959596
Pollard,Arkansas,56600,0.0
Pottsville,Arkansas,56990,4.209864907320138
Reyno,Arkansas,59180,0.7389162561576401
Rockport,Arkansas,60020,1.6778523489932917
Wabbaseka town,Arkansas,72230,78.99159663865547
Wooster town,Arkansas,76820,9.006734006734007
Mammoth Spring,Arkansas,43670,4.039408866995076
Bearden,Arkansas,04420,29.329004329004327
Chidester,Arkansas,13750,72.79151943462898
Panorama Heights,California,55506,0.0
Paradise,California,55528,23.83720930232558
Paradise Park,California,55604,11.818181818181817
Parklawn,California,55728,20.09615384615384
Parkway,California,55800,64.62890378050322
Pasatiempo,California,56028,17.827529021558874
Paskenta,California,56042,4.90196078431373
Patterson Tract,California,56120,40.43165467625899
Patton Village,California,56140,25.555555555555554
Paynes Creek,California,56196,14.102564102564108
Penngrove,California,56476,20.227920227920226
Edna Bay,Alaska,20970,0.0
Harding-Birch Lakes,Alaska,31765,8.441558441558438
Hughes,Alaska,33910,100.0
Huslia,Alaska,34350,95.39295392953929
McGrath,Alaska,46010,64.14473684210526
Angoon,Alaska,03440,80.43478260869566
Elfin Cove,Alaska,22140,0.0
Hobart Bay,Alaska,32550,
Shishmaref,Alaska,69770,93.77510040160642
Teller,Alaska,75930,100.0
Manokotak,Alaska,46890,82.12824010914052
Kotlik,Alaska,41720,99.41383352872217
St. Mary's,Alaska,66140,97.59036144578313
Healy,Alaska,32150,18.181818181818176
Kaktovik,Alaska,36990,96.06741573033707
Anchor Point,Alaska,03110,11.977454203851579
Cooper Landing,Alaska,17190,7.531380753138073
Diamond Ridge,Alaska,18925,8.674698795180724
Fox River,Alaska,26910,0.0
Hope,Alaska,33580,24.28571428571429
Ninilchik,Alaska,54480,19.138755980861244
Sterling,Alaska,73070,12.033275295028057
Goodnews Bay,Alaska,29290,95.6043956043956
Napakiak,Alaska,52390,97.15025906735751
Chase,Alaska,12350,
Lazy Mountain,Alaska,43260,8.787878787878789
Meadow Lakes,Alaska,47735,12.983188121241874
Nunam Iqua,Alaska,56600,100.0
Wrangell city and borough,Alaska,86380,36.97042366107114
Kwethluk,Alaska,42380,99.18433931484503
Nightmute,Alaska,53930,100.0
Stony River,Alaska,73400,100.0
Fort Yukon,Alaska,26760,87.70053475935828
Grayling,Alaska,30060,95.08196721311475
Rampart,Alaska,64820,100.0
Tanana,Alaska,75160,88.3177570093458
Kivalina,Alaska,39960,93.1185944363104
Red Dog Mine,Alaska,64980,40.0
Aleknagik,Alaska,01420,94.97206703910615
Ekwok,Alaska,21810,98.71794871794873
Ambler,Alaska,01970,82.6923076923077
Kotzebue,Alaska,41830,81.32035290538485
Arctic Village,Alaska,03990,95.67567567567568
Coldfoot,Alaska,16630,24.35897435897436
Rancho Murieta,California,59506,19.220055710306404
El Segundo,California,22412,28.246966708505173
Irwindale,California,36826,41.10473457675753
Lomita,California,42468,43.287510968119335
Long Beach,California,43000,48.774144343325275
Pasadena,California,56000,49.22340681589715
Pomona,California,58072,52.48112792279037
South San Jose Hills,California,73290,61.71597336937478
Val Verde,California,81967,26.188734455010977
Lakes,Alaska,42832,18.587105624142662
Walnut,California,83332,79.4401899474969
West Carson,California,84144,68.29113637392999
West Whittier-Los Nietos,California,84921,59.59330682073984
Copperopolis,California,16210,8.874111442329745
Betterton town,Maryland,07200,21.345707656612532
Westminster,Maryland,83100,20.509918068132816
Frostburg,Maryland,30900,19.62518915143755
Port Tobacco Village town,Maryland,63225,0.0
Olney,Maryland,58900,31.74959506692052
North Potomac,Maryland,56875,47.520281006941545
Secretary town,Maryland,70900,12.584269662921344
Perryman,Maryland,61075,38.51575456053068
Monrovia,Maryland,53100,29.014396456256918
Moscow,Maryland,53700,0.0
Mount Briar,Maryland,53925,0.0
Mount Savage,Maryland,54325,2.2757697456492587
Nanticoke,Maryland,54925,32.72727272727273
Nanticoke Acres,Maryland,54930,0.0
National,Maryland,55000,0.0
National Harbor,Maryland,55018,80.72625698324023
Nikep,Maryland,55950,
Ocean,Maryland,58215,
Oldtown,Maryland,58775,0.0
Oxon Hill,Maryland,59500,92.67146017699115
Parsonsburg,Maryland,60425,15.476190476190476
Pecktonville,Maryland,60770,0.0
Peppermill Village,Maryland,60950,94.77595628415301
Pinesburg,Maryland,61700,0.0
Piney Point,Maryland,61875,20.27707808564232
Pleasant Grove,Maryland,62100,0.0
Point of Rocks,Maryland,62575,17.447495961227787
Pomfret,Maryland,62675,71.67630057803468
Essex,Maryland,26600,37.383675228846
Hampton,Maryland,36512,10.056228373702425
Annapolis,Maryland,01600,36.91888589032028
Crofton,Maryland,20875,28.57633168588688
Easton town,Maryland,24475,22.885901995057555
Sykesville town,Maryland,76550,6.600660066006602
Severna Park,Maryland,71200,11.18937886246989
New Windsor town,Maryland,55925,6.0862865947611695
Taneytown,Maryland,76725,6.556652423751286
St. Michaels town,Maryland,69825,32.851985559566785
Highfield-Cascade,Maryland,38437,4.697156983930784
Mount Aetna,Maryland,53750,10.304789550072568
Mount Lena,Maryland,54125,14.190687361419075
Paramount-Long Meadow,Maryland,59787,8.327890267798821
San Mar,Maryland,70300,3.9039039039039047
Ocean City town,Maryland,58225,5.034423407917387
Queensland,Maryland,64568,82.01251303441084
Tall Timbers,Maryland,76675,15.4485049833887
Taylors Island,Maryland,76925,5.429864253393668
Tilghmanton,Maryland,77925,0.0
Timonium,Maryland,78050,17.002936440276596
Tolchester,Maryland,78120,30.85714285714286
Trego-Rohrersville Station,Maryland,78705,0.0
Tyaskin,Maryland,79225,0.0
Urbana,Maryland,79900,38.09485977595932
Vale Summit,Maryland,80075,0.0
Waterview,Maryland,81925,0.0
West Denton,Maryland,82625,0.0
Freelandville,Indiana,25810,3.125
Brookville,Kansas,08575,4.712041884816753
White City,Kansas,77825,3.2206119162640934
Wilsey,Kansas,79650,4.216867469879515
Kinsley,Kansas,37075,6.204620462046206
